Date,Daily Dota 2 Peak Player count
12/25/2011 0:00,16424
12/26/2011 0:00,16485
12/27/2011 0:00,16214
12/28/2011 0:00,15182
12/29/2011 0:00,16695
12/30/2011 0:00,16709
12/31/2011 0:00,14058
1/1/2012 0:00,17889
1/2/2012 0:00,17976
1/3/2012 0:00,17148
1/4/2012 0:00,17226
1/5/2012 0:00,17385
1/6/2012 0:00,17404
1/7/2012 0:00,18379
1/8/2012 0:00,18365
1/9/2012 0:00,17113
1/10/2012 0:00,17006
1/11/2012 0:00,16451
1/12/2012 0:00,19558
1/13/2012 0:00,21221
1/14/2012 0:00,21194
1/15/2012 0:00,20633
1/16/2012 0:00,19621
1/17/2012 0:00,18764
1/18/2012 0:00,18764
1/19/2012 0:00,18764
1/20/2012 0:00,18764
1/21/2012 0:00,18764
1/22/2012 0:00,18764
1/23/2012 0:00,19170
1/24/2012 0:00,18926
1/25/2012 0:00,18999
1/26/2012 0:00,21080
1/27/2012 0:00,23112
1/28/2012 0:00,23539
1/29/2012 0:00,23022
1/30/2012 0:00,21220
1/31/2012 0:00,20421
2/1/2012 0:00,20784
2/2/2012 0:00,20601
2/3/2012 0:00,24123
2/4/2012 0:00,24765
2/5/2012 0:00,24341
2/6/2012 0:00,20716
2/7/2012 0:00,21282
2/8/2012 0:00,20790
2/9/2012 0:00,21224
2/10/2012 0:00,23509
2/11/2012 0:00,23587
2/12/2012 0:00,21358
2/13/2012 0:00,21378
2/14/2012 0:00,10515
2/15/2012 0:00,22142
2/16/2012 0:00,23965
2/17/2012 0:00,25875
2/18/2012 0:00,26129
2/19/2012 0:00,25313
2/20/2012 0:00,24898
2/21/2012 0:00,23934
2/22/2012 0:00,23196
2/23/2012 0:00,23331
2/24/2012 0:00,24787
2/25/2012 0:00,25703
2/26/2012 0:00,25956
2/27/2012 0:00,23389
2/28/2012 0:00,23090
2/29/2012 0:00,21986
3/1/2012 0:00,23921
3/2/2012 0:00,27976
3/3/2012 0:00,27962
3/4/2012 0:00,24636
3/5/2012 0:00,24488
3/6/2012 0:00,26116
3/7/2012 0:00,26014
3/8/2012 0:00,26343
3/9/2012 0:00,28451
3/10/2012 0:00,30030
3/11/2012 0:00,30095
3/12/2012 0:00,26781
3/13/2012 0:00,25122
3/14/2012 0:00,27043
3/15/2012 0:00,28397
3/16/2012 0:00,31583
3/17/2012 0:00,32405
3/18/2012 0:00,31417
3/19/2012 0:00,27437
3/20/2012 0:00,27422
3/21/2012 0:00,27558
3/22/2012 0:00,31865
3/23/2012 0:00,36133
3/24/2012 0:00,38596
3/25/2012 0:00,36933
3/26/2012 0:00,34441
3/27/2012 0:00,33528
3/28/2012 0:00,36163
3/29/2012 0:00,37128
3/30/2012 0:00,39910
3/31/2012 0:00,40661
4/1/2012 0:00,39847
4/2/2012 0:00,35849
4/3/2012 0:00,33762
4/4/2012 0:00,34628
4/5/2012 0:00,38702
4/6/2012 0:00,37997
4/7/2012 0:00,37414
4/8/2012 0:00,35948
4/9/2012 0:00,34111
4/10/2012 0:00,34086
4/11/2012 0:00,36582
4/12/2012 0:00,38184
4/13/2012 0:00,47205
4/14/2012 0:00,44638
4/15/2012 0:00,42522
4/16/2012 0:00,38866
4/17/2012 0:00,40906
4/18/2012 0:00,44056
4/19/2012 0:00,50109
4/20/2012 0:00,53426
4/21/2012 0:00,53303
4/22/2012 0:00,48604
4/23/2012 0:00,47750
4/24/2012 0:00,45989
4/25/2012 0:00,43659
4/26/2012 0:00,47117
4/27/2012 0:00,50368
4/28/2012 0:00,50846
4/29/2012 0:00,47405
4/30/2012 0:00,48329
5/1/2012 0:00,44391
5/2/2012 0:00,43930
5/3/2012 0:00,49005
5/4/2012 0:00,53039
5/5/2012 0:00,51878
5/6/2012 0:00,49171
5/7/2012 0:00,46270
5/8/2012 0:00,44412
5/9/2012 0:00,44074
5/10/2012 0:00,47828
5/11/2012 0:00,51321
5/12/2012 0:00,49382
5/13/2012 0:00,46077
5/14/2012 0:00,39273
5/15/2012 0:00,35758
5/16/2012 0:00,37289
5/17/2012 0:00,39921
5/18/2012 0:00,40719
5/19/2012 0:00,43504
5/20/2012 0:00,37125
5/21/2012 0:00,37744
5/22/2012 0:00,37725
5/23/2012 0:00,38456
5/24/2012 0:00,41958
5/25/2012 0:00,43822
5/26/2012 0:00,43950
5/27/2012 0:00,41905
5/28/2012 0:00,42415
5/29/2012 0:00,42576
5/30/2012 0:00,41547
5/31/2012 0:00,54098
6/1/2012 0:00,55519
6/2/2012 0:00,57901
6/3/2012 0:00,52426
6/4/2012 0:00,51161
6/5/2012 0:00,53217
6/6/2012 0:00,52856
6/7/2012 0:00,51574
6/8/2012 0:00,54040
6/9/2012 0:00,54436
6/10/2012 0:00,50965
6/11/2012 0:00,57093
6/12/2012 0:00,52085
6/13/2012 0:00,52847
6/14/2012 0:00,52847
6/15/2012 0:00,55173
6/16/2012 0:00,54638
6/17/2012 0:00,50802
6/18/2012 0:00,53139
6/19/2012 0:00,53443
6/20/2012 0:00,52659
6/21/2012 0:00,54787
6/22/2012 0:00,58113
6/23/2012 0:00,59926
6/24/2012 0:00,56954
6/25/2012 0:00,56683
6/26/2012 0:00,57238
6/27/2012 0:00,57286
6/28/2012 0:00,60217
6/29/2012 0:00,62084
6/30/2012 0:00,65425
7/1/2012 0:00,75041
7/2/2012 0:00,60228
7/3/2012 0:00,59497
7/4/2012 0:00,60026
7/5/2012 0:00,62443
7/6/2012 0:00,63809
7/7/2012 0:00,64205
7/8/2012 0:00,63422
7/9/2012 0:00,60932
7/10/2012 0:00,59984
7/11/2012 0:00,62252
7/12/2012 0:00,63871
7/13/2012 0:00,67993
7/14/2012 0:00,71015
7/15/2012 0:00,67098
7/16/2012 0:00,68630
7/17/2012 0:00,66545
7/18/2012 0:00,67216
7/19/2012 0:00,66061
7/20/2012 0:00,70753
7/21/2012 0:00,72372
7/22/2012 0:00,69750
7/23/2012 0:00,68914
7/24/2012 0:00,66929
7/25/2012 0:00,67416
7/26/2012 0:00,73650
7/27/2012 0:00,74310
7/28/2012 0:00,75355
7/29/2012 0:00,72723
7/30/2012 0:00,72386
7/31/2012 0:00,69243
8/1/2012 0:00,108689
8/2/2012 0:00,72073
8/3/2012 0:00,74376
8/4/2012 0:00,76025
8/5/2012 0:00,72061
8/6/2012 0:00,71082
8/7/2012 0:00,71463
8/8/2012 0:00,70657
8/9/2012 0:00,70398
8/10/2012 0:00,75505
8/11/2012 0:00,75726
8/12/2012 0:00,71559
8/13/2012 0:00,70019
8/14/2012 0:00,69520
8/15/2012 0:00,69927
8/16/2012 0:00,70338
8/17/2012 0:00,73551
8/18/2012 0:00,78599
8/19/2012 0:00,74711
8/20/2012 0:00,69926
8/21/2012 0:00,71310
8/22/2012 0:00,73540
8/23/2012 0:00,73043
8/24/2012 0:00,73583
8/25/2012 0:00,108472
8/26/2012 0:00,105839
8/27/2012 0:00,105167
8/28/2012 0:00,80479
8/29/2012 0:00,77752
8/30/2012 0:00,111804
8/31/2012 0:00,108557
9/1/2012 0:00,118901
9/2/2012 0:00,118479
9/3/2012 0:00,83298
9/4/2012 0:00,80584
9/5/2012 0:00,81657
9/6/2012 0:00,70409
9/7/2012 0:00,70409
9/8/2012 0:00,70409
9/9/2012 0:00,80110
9/10/2012 0:00,80574
9/11/2012 0:00,80452
9/12/2012 0:00,81733
9/13/2012 0:00,81592
9/14/2012 0:00,90409
9/15/2012 0:00,91719
9/16/2012 0:00,79965
9/17/2012 0:00,82755
9/18/2012 0:00,79405
9/19/2012 0:00,81340
9/20/2012 0:00,84664
9/21/2012 0:00,97697
9/22/2012 0:00,97784
9/23/2012 0:00,87176
9/24/2012 0:00,81954
9/25/2012 0:00,84298
9/26/2012 0:00,83483
9/27/2012 0:00,88965
9/28/2012 0:00,99129
9/29/2012 0:00,102129
9/30/2012 0:00,89750
10/1/2012 0:00,171860
10/2/2012 0:00,89614
10/3/2012 0:00,97314
10/4/2012 0:00,110976
10/5/2012 0:00,116386
10/6/2012 0:00,112941
10/7/2012 0:00,106831
10/8/2012 0:00,101962
10/9/2012 0:00,99846
10/10/2012 0:00,100426
10/11/2012 0:00,105059
10/12/2012 0:00,112481
10/13/2012 0:00,110661
10/14/2012 0:00,99318
10/15/2012 0:00,99647
10/16/2012 0:00,96812
10/17/2012 0:00,97340
10/18/2012 0:00,97340
10/19/2012 0:00,97340
10/20/2012 0:00,127958
10/21/2012 0:00,121831
10/22/2012 0:00,134845
10/23/2012 0:00,121309
10/24/2012 0:00,131905
10/25/2012 0:00,133295
10/26/2012 0:00,145041
10/27/2012 0:00,147013
10/28/2012 0:00,133301
10/29/2012 0:00,133498
10/30/2012 0:00,171931
10/31/2012 0:00,166805
11/1/2012 0:00,169631
11/2/2012 0:00,158228
11/3/2012 0:00,154925
11/4/2012 0:00,142382
11/5/2012 0:00,135504
11/6/2012 0:00,138398
11/7/2012 0:00,140618
11/8/2012 0:00,146990
11/9/2012 0:00,163993
11/10/2012 0:00,164331
11/11/2012 0:00,149020
11/12/2012 0:00,140023
11/13/2012 0:00,138005
11/14/2012 0:00,141691
11/15/2012 0:00,148705
11/16/2012 0:00,159020
11/17/2012 0:00,156169
11/18/2012 0:00,137382
11/19/2012 0:00,137902
11/20/2012 0:00,139073
11/21/2012 0:00,147056
11/22/2012 0:00,155884
11/23/2012 0:00,170248
11/24/2012 0:00,166166
11/25/2012 0:00,147390
11/26/2012 0:00,148120
11/27/2012 0:00,151154
11/28/2012 0:00,153963
11/29/2012 0:00,153010
11/30/2012 0:00,170847
12/1/2012 0:00,213521
12/2/2012 0:00,152503
12/3/2012 0:00,153770
12/4/2012 0:00,152190
12/5/2012 0:00,154020
12/6/2012 0:00,163280
12/7/2012 0:00,180544
12/8/2012 0:00,180298
12/9/2012 0:00,164689
12/10/2012 0:00,168620
12/11/2012 0:00,166710
12/12/2012 0:00,171101
12/13/2012 0:00,185975
12/14/2012 0:00,201442
12/15/2012 0:00,203484
12/16/2012 0:00,188619
12/17/2012 0:00,187555
12/18/2012 0:00,186837
12/19/2012 0:00,215557
12/20/2012 0:00,202605
12/21/2012 0:00,208194
12/22/2012 0:00,204246
12/23/2012 0:00,184129
12/24/2012 0:00,178981
12/25/2012 0:00,184889
12/26/2012 0:00,188263
12/27/2012 0:00,190168
12/28/2012 0:00,194478
12/29/2012 0:00,193507
12/30/2012 0:00,183476
12/31/2012 0:00,179569
1/1/2013 0:00,260989
1/2/2013 0:00,191548
1/3/2013 0:00,195662
1/4/2013 0:00,206468
1/5/2013 0:00,207823
1/6/2013 0:00,200878
1/7/2013 0:00,197441
1/8/2013 0:00,195051
1/9/2013 0:00,199860
1/10/2013 0:00,213862
1/11/2013 0:00,234693
1/12/2013 0:00,223423
1/13/2013 0:00,204455
1/14/2013 0:00,205046
1/15/2013 0:00,206108
1/16/2013 0:00,209216
1/17/2013 0:00,224598
1/18/2013 0:00,249092
1/19/2013 0:00,243759
1/20/2013 0:00,227237
1/21/2013 0:00,224170
1/22/2013 0:00,228490
1/23/2013 0:00,230012
1/24/2013 0:00,243819
1/25/2013 0:00,261921
1/26/2013 0:00,258661
1/27/2013 0:00,237414
1/28/2013 0:00,236552
1/29/2013 0:00,233726
1/30/2013 0:00,238047
1/31/2013 0:00,217567
2/1/2013 0:00,283870
2/2/2013 0:00,261182
2/3/2013 0:00,236051
2/4/2013 0:00,234582
2/5/2013 0:00,235657
2/6/2013 0:00,238126
2/7/2013 0:00,254630
2/8/2013 0:00,273953
2/9/2013 0:00,273967
2/10/2013 0:00,255378
2/11/2013 0:00,253257
2/12/2013 0:00,250883
2/13/2013 0:00,237422
2/14/2013 0:00,259980
2/15/2013 0:00,284234
2/16/2013 0:00,281180
2/17/2013 0:00,256970
2/18/2013 0:00,252643
2/19/2013 0:00,253259
2/20/2013 0:00,255376
2/21/2013 0:00,266857
2/22/2013 0:00,274436
2/23/2013 0:00,283477
2/24/2013 0:00,250751
2/25/2013 0:00,253759
2/26/2013 0:00,248683
2/27/2013 0:00,252186
2/28/2013 0:00,269649
3/1/2013 0:00,325598
3/2/2013 0:00,289711
3/3/2013 0:00,256668
3/4/2013 0:00,257875
3/5/2013 0:00,257117
3/6/2013 0:00,265725
3/7/2013 0:00,266333
3/8/2013 0:00,303068
3/9/2013 0:00,325897
3/10/2013 0:00,267082
3/11/2013 0:00,263995
3/12/2013 0:00,260335
3/13/2013 0:00,262759
3/14/2013 0:00,279310
3/15/2013 0:00,297313
3/16/2013 0:00,293090
3/17/2013 0:00,261736
3/18/2013 0:00,263445
3/19/2013 0:00,263566
3/20/2013 0:00,270405
3/21/2013 0:00,281979
3/22/2013 0:00,303083
3/23/2013 0:00,311078
3/24/2013 0:00,281143
3/25/2013 0:00,272025
3/26/2013 0:00,274017
3/27/2013 0:00,282141
3/28/2013 0:00,299627
3/29/2013 0:00,301486
3/30/2013 0:00,293265
3/31/2013 0:00,274605
4/1/2013 0:00,299667
4/2/2013 0:00,271429
4/3/2013 0:00,267248
4/4/2013 0:00,285748
4/5/2013 0:00,297580
4/6/2013 0:00,300414
4/7/2013 0:00,273058
4/8/2013 0:00,270882
4/9/2013 0:00,269293
4/10/2013 0:00,269683
4/11/2013 0:00,282225
4/12/2013 0:00,297510
4/13/2013 0:00,292130
4/14/2013 0:00,261387
4/15/2013 0:00,262444
4/16/2013 0:00,259406
4/17/2013 0:00,260680
4/18/2013 0:00,270114
4/19/2013 0:00,285389
4/20/2013 0:00,286189
4/21/2013 0:00,267804
4/22/2013 0:00,267223
4/23/2013 0:00,264998
4/24/2013 0:00,261898
4/25/2013 0:00,269414
4/26/2013 0:00,286214
4/27/2013 0:00,292781
4/28/2013 0:00,266221
4/29/2013 0:00,275774
4/30/2013 0:00,261609
5/1/2013 0:00,325815
5/2/2013 0:00,272184
5/3/2013 0:00,292144
5/4/2013 0:00,280686
5/5/2013 0:00,259738
5/6/2013 0:00,256628
5/7/2013 0:00,262217
5/8/2013 0:00,252705
5/9/2013 0:00,269240
5/10/2013 0:00,298705
5/11/2013 0:00,295032
5/12/2013 0:00,302958
5/13/2013 0:00,304621
5/14/2013 0:00,306467
5/15/2013 0:00,302926
5/16/2013 0:00,318890
5/17/2013 0:00,329977
5/18/2013 0:00,328713
5/19/2013 0:00,312562
5/20/2013 0:00,307248
5/21/2013 0:00,304716
5/22/2013 0:00,324498
5/23/2013 0:00,303529
5/24/2013 0:00,311696
5/25/2013 0:00,318606
5/26/2013 0:00,303848
5/27/2013 0:00,317067
5/28/2013 0:00,311520
5/29/2013 0:00,308015
5/30/2013 0:00,303763
5/31/2013 0:00,312245
6/1/2013 0:00,326160
6/2/2013 0:00,298910
6/3/2013 0:00,300585
6/4/2013 0:00,295791
6/5/2013 0:00,297766
6/6/2013 0:00,301152
6/7/2013 0:00,308039
6/8/2013 0:00,326835
6/9/2013 0:00,299360
6/10/2013 0:00,301738
6/11/2013 0:00,293300
6/12/2013 0:00,296693
6/13/2013 0:00,298580
6/14/2013 0:00,305281
6/15/2013 0:00,311932
6/16/2013 0:00,301662
6/17/2013 0:00,298103
6/18/2013 0:00,296900
6/19/2013 0:00,292222
6/20/2013 0:00,289563
6/21/2013 0:00,306830
6/22/2013 0:00,315297
6/23/2013 0:00,303377
6/24/2013 0:00,293750
6/25/2013 0:00,294830
6/26/2013 0:00,293282
6/27/2013 0:00,294990
6/28/2013 0:00,306089
6/29/2013 0:00,324739
6/30/2013 0:00,301960
7/1/2013 0:00,422617
7/2/2013 0:00,299678
7/3/2013 0:00,312026
7/4/2013 0:00,319772
7/5/2013 0:00,335314
7/6/2013 0:00,328486
7/7/2013 0:00,322038
7/8/2013 0:00,314788
7/9/2013 0:00,335335
7/10/2013 0:00,333115
7/11/2013 0:00,327915
7/12/2013 0:00,334106
7/13/2013 0:00,347619
7/14/2013 0:00,334074
7/15/2013 0:00,332896
7/16/2013 0:00,328484
7/17/2013 0:00,337550
7/18/2013 0:00,350927
7/19/2013 0:00,385324
7/20/2013 0:00,396917
7/21/2013 0:00,382742
7/22/2013 0:00,390724
7/23/2013 0:00,376148
7/24/2013 0:00,391566
7/25/2013 0:00,397368
7/26/2013 0:00,410882
7/27/2013 0:00,432837
7/28/2013 0:00,417945
7/29/2013 0:00,423332
7/30/2013 0:00,411302
7/31/2013 0:00,411308
8/1/2013 0:00,520532
8/2/2013 0:00,497332
8/3/2013 0:00,494675
8/4/2013 0:00,473584
8/5/2013 0:00,439522
8/6/2013 0:00,439990
8/7/2013 0:00,443921
8/8/2013 0:00,447368
8/9/2013 0:00,471867
8/10/2013 0:00,497956
8/11/2013 0:00,477143
8/12/2013 0:00,466285
8/13/2013 0:00,463428
8/14/2013 0:00,456510
8/15/2013 0:00,457334
8/16/2013 0:00,469142
8/17/2013 0:00,482395
8/18/2013 0:00,459261
8/19/2013 0:00,451632
8/20/2013 0:00,455760
8/21/2013 0:00,458834
8/22/2013 0:00,460976
8/23/2013 0:00,473934
8/24/2013 0:00,486116
8/25/2013 0:00,476855
8/26/2013 0:00,485440
8/27/2013 0:00,484006
8/28/2013 0:00,490451
8/29/2013 0:00,500715
8/30/2013 0:00,524282
8/31/2013 0:00,384727
9/1/2013 0:00,566715
9/2/2013 0:00,483253
9/3/2013 0:00,483771
9/4/2013 0:00,491679
9/5/2013 0:00,520783
9/6/2013 0:00,541832
9/7/2013 0:00,539723
9/8/2013 0:00,475336
9/9/2013 0:00,483835
9/10/2013 0:00,428406
9/11/2013 0:00,478811
9/12/2013 0:00,508910
9/13/2013 0:00,541350
9/14/2013 0:00,536038
9/15/2013 0:00,477271
9/16/2013 0:00,477645
9/17/2013 0:00,494207
9/18/2013 0:00,483755
9/19/2013 0:00,516188
9/20/2013 0:00,536431
9/21/2013 0:00,524991
9/22/2013 0:00,484336
9/23/2013 0:00,473997
9/24/2013 0:00,499550
9/25/2013 0:00,496673
9/26/2013 0:00,513287
9/27/2013 0:00,546925
9/28/2013 0:00,567901
9/29/2013 0:00,508128
9/30/2013 0:00,492522
10/1/2013 0:00,581615
10/2/2013 0:00,502593
10/3/2013 0:00,515093
10/4/2013 0:00,546946
10/5/2013 0:00,555245
10/6/2013 0:00,481271
10/7/2013 0:00,473205
10/8/2013 0:00,485706
10/9/2013 0:00,488164
10/10/2013 0:00,497371
10/11/2013 0:00,570919
10/12/2013 0:00,561942
10/13/2013 0:00,520709
10/14/2013 0:00,508082
10/15/2013 0:00,508265
10/16/2013 0:00,516568
10/17/2013 0:00,551611
10/18/2013 0:00,581794
10/19/2013 0:00,570259
10/20/2013 0:00,510539
10/21/2013 0:00,526072
10/22/2013 0:00,519706
10/23/2013 0:00,524665
10/24/2013 0:00,544196
10/25/2013 0:00,570239
10/26/2013 0:00,582526
10/27/2013 0:00,520141
10/28/2013 0:00,513151
10/29/2013 0:00,507429
10/30/2013 0:00,455531
10/31/2013 0:00,523012
11/1/2013 0:00,702792
11/2/2013 0:00,567230
11/3/2013 0:00,521723
11/4/2013 0:00,492458
11/5/2013 0:00,502235
11/6/2013 0:00,512647
11/7/2013 0:00,541289
11/8/2013 0:00,580644
11/9/2013 0:00,573938
11/10/2013 0:00,494307
11/11/2013 0:00,500439
11/12/2013 0:00,330197
11/13/2013 0:00,356114
11/14/2013 0:00,653867
11/15/2013 0:00,707938
11/16/2013 0:00,654132
11/17/2013 0:00,548707
11/18/2013 0:00,530955
11/19/2013 0:00,534348
11/20/2013 0:00,509245
11/21/2013 0:00,539328
11/22/2013 0:00,588216
11/23/2013 0:00,577387
11/24/2013 0:00,505544
11/25/2013 0:00,505046
11/26/2013 0:00,508769
11/27/2013 0:00,483019
11/28/2013 0:00,517844
11/29/2013 0:00,542906
11/30/2013 0:00,531279
12/1/2013 0:00,685503
12/2/2013 0:00,476118
12/3/2013 0:00,478642
12/4/2013 0:00,489440
12/5/2013 0:00,532566
12/6/2013 0:00,574132
12/7/2013 0:00,547638
12/8/2013 0:00,500219
12/9/2013 0:00,502393
12/10/2013 0:00,499432
12/11/2013 0:00,504181
12/12/2013 0:00,571497
12/13/2013 0:00,686016
12/14/2013 0:00,693538
12/15/2013 0:00,611280
12/16/2013 0:00,598512
12/17/2013 0:00,572596
12/18/2013 0:00,578418
12/19/2013 0:00,618452
12/20/2013 0:00,651640
12/21/2013 0:00,506467
12/22/2013 0:00,506467
12/23/2013 0:00,561592
12/24/2013 0:00,561501
12/25/2013 0:00,442513
12/26/2013 0:00,587722
12/27/2013 0:00,413692
12/28/2013 0:00,601749
12/29/2013 0:00,584682
12/30/2013 0:00,540407
12/31/2013 0:00,556087
1/1/2014 0:00,673496
1/2/2014 0:00,457656
1/3/2014 0:00,645254
1/4/2014 0:00,634717
1/5/2014 0:00,599540
1/6/2014 0:00,502059
1/7/2014 0:00,577628
1/8/2014 0:00,574509
1/9/2014 0:00,572672
1/10/2014 0:00,626353
1/11/2014 0:00,622623
1/12/2014 0:00,555071
1/13/2014 0:00,552337
1/14/2014 0:00,544645
1/15/2014 0:00,558732
1/16/2014 0:00,581086
1/17/2014 0:00,619653
1/18/2014 0:00,613297
1/19/2014 0:00,576990
1/20/2014 0:00,548326
1/21/2014 0:00,551409
1/22/2014 0:00,575760
1/23/2014 0:00,604594
1/24/2014 0:00,634532
1/25/2014 0:00,642435
1/26/2014 0:00,417186
1/27/2014 0:00,296193
1/28/2014 0:00,578251
1/29/2014 0:00,675958
1/30/2014 0:00,657007
1/31/2014 0:00,661837
2/1/2014 0:00,738682
2/2/2014 0:00,604502
2/3/2014 0:00,596187
2/4/2014 0:00,610285
2/5/2014 0:00,729942
2/6/2014 0:00,667850
2/7/2014 0:00,740345
2/8/2014 0:00,695927
2/9/2014 0:00,609499
2/10/2014 0:00,615469
2/11/2014 0:00,666560
2/12/2014 0:00,613380
2/13/2014 0:00,416160
2/14/2014 0:00,710808
2/15/2014 0:00,706259
2/16/2014 0:00,606829
2/17/2014 0:00,603443
2/18/2014 0:00,620818
2/19/2014 0:00,438497
2/20/2014 0:00,615303
2/21/2014 0:00,675875
2/22/2014 0:00,642813
2/23/2014 0:00,574042
2/24/2014 0:00,579543
2/25/2014 0:00,583930
2/26/2014 0:00,587431
2/27/2014 0:00,606669
2/28/2014 0:00,665749
3/1/2014 0:00,698197
3/2/2014 0:00,585132
3/3/2014 0:00,583428
3/4/2014 0:00,578006
3/5/2014 0:00,584382
3/6/2014 0:00,647284
3/7/2014 0:00,650813
3/8/2014 0:00,656038
3/9/2014 0:00,609114
3/10/2014 0:00,586636
3/11/2014 0:00,588844
3/12/2014 0:00,591707
3/13/2014 0:00,626825
3/14/2014 0:00,679193
3/15/2014 0:00,663760
3/16/2014 0:00,598644
3/17/2014 0:00,608112
3/18/2014 0:00,620428
3/19/2014 0:00,650002
3/20/2014 0:00,543224
3/21/2014 0:00,666854
3/22/2014 0:00,695945
3/23/2014 0:00,623924
3/24/2014 0:00,407062
3/25/2014 0:00,631455
3/26/2014 0:00,634043
3/27/2014 0:00,657624
3/28/2014 0:00,700665
3/29/2014 0:00,679569
3/30/2014 0:00,631615
3/31/2014 0:00,619063
4/1/2014 0:00,734998
4/2/2014 0:00,632635
4/3/2014 0:00,667534
4/4/2014 0:00,702239
4/5/2014 0:00,702365
4/6/2014 0:00,634753
4/7/2014 0:00,649263
4/8/2014 0:00,642001
4/9/2014 0:00,652265
4/10/2014 0:00,697646
4/11/2014 0:00,737526
4/12/2014 0:00,699097
4/13/2014 0:00,648414
4/14/2014 0:00,650573
4/15/2014 0:00,654910
4/16/2014 0:00,647696
4/17/2014 0:00,689652
4/18/2014 0:00,690721
4/19/2014 0:00,659470
4/20/2014 0:00,679703
4/21/2014 0:00,655689
4/22/2014 0:00,656902
4/23/2014 0:00,658341
4/24/2014 0:00,697091
4/25/2014 0:00,681226
4/26/2014 0:00,690882
4/27/2014 0:00,655916
4/28/2014 0:00,663396
4/29/2014 0:00,676331
4/30/2014 0:00,676479
5/1/2014 0:00,843024
5/2/2014 0:00,685495
5/3/2014 0:00,711106
5/4/2014 0:00,664408
5/5/2014 0:00,661168
5/6/2014 0:00,648206
5/7/2014 0:00,668633
5/8/2014 0:00,665149
5/9/2014 0:00,786113
5/10/2014 0:00,796661
5/11/2014 0:00,748984
5/12/2014 0:00,753508
5/13/2014 0:00,731783
5/14/2014 0:00,713343
5/15/2014 0:00,796342
5/16/2014 0:00,845664
5/17/2014 0:00,814752
5/18/2014 0:00,762303
5/19/2014 0:00,787385
5/20/2014 0:00,758622
5/21/2014 0:00,754651
5/22/2014 0:00,788693
5/23/2014 0:00,819935
5/24/2014 0:00,827651
5/25/2014 0:00,799913
5/26/2014 0:00,779319
5/27/2014 0:00,768045
5/28/2014 0:00,754598
5/29/2014 0:00,769048
5/30/2014 0:00,826922
5/31/2014 0:00,837414
6/1/2014 0:00,833145
6/2/2014 0:00,783670
6/3/2014 0:00,778969
6/4/2014 0:00,783644
6/5/2014 0:00,804664
6/6/2014 0:00,819774
6/7/2014 0:00,826114
6/8/2014 0:00,798912
6/9/2014 0:00,789361
6/10/2014 0:00,783876
6/11/2014 0:00,771885
6/12/2014 0:00,806131
6/13/2014 0:00,832085
6/14/2014 0:00,811921
6/15/2014 0:00,766156
6/16/2014 0:00,759217
6/17/2014 0:00,755754
6/18/2014 0:00,532186
6/19/2014 0:00,778962
6/20/2014 0:00,824827
6/21/2014 0:00,783504
6/22/2014 0:00,746380
6/23/2014 0:00,733782
6/24/2014 0:00,728402
6/25/2014 0:00,715385
6/26/2014 0:00,747148
6/27/2014 0:00,764227
6/28/2014 0:00,775279
6/29/2014 0:00,730276
6/30/2014 0:00,728779
7/1/2014 0:00,874975
7/2/2014 0:00,719438
7/3/2014 0:00,738678
7/4/2014 0:00,766644
7/5/2014 0:00,759586
7/6/2014 0:00,734125
7/7/2014 0:00,805506
7/8/2014 0:00,857863
7/9/2014 0:00,852344
7/10/2014 0:00,891058
7/11/2014 0:00,885423
7/12/2014 0:00,841743
7/13/2014 0:00,803778
7/14/2014 0:00,777538
7/15/2014 0:00,736209
7/16/2014 0:00,726226
7/17/2014 0:00,813808
7/18/2014 0:00,861117
7/19/2014 0:00,833276
7/20/2014 0:00,861604
7/21/2014 0:00,789383
7/22/2014 0:00,771097
7/23/2014 0:00,759592
7/24/2014 0:00,765578
7/25/2014 0:00,770144
7/26/2014 0:00,776630
7/27/2014 0:00,755602
7/28/2014 0:00,734950
7/29/2014 0:00,728499
7/30/2014 0:00,482992
7/31/2014 0:00,733375
8/1/2014 0:00,774319
8/2/2014 0:00,755965
8/3/2014 0:00,729972
8/4/2014 0:00,729111
8/5/2014 0:00,444221
8/6/2014 0:00,717892
8/7/2014 0:00,727835
8/8/2014 0:00,743085
8/9/2014 0:00,753337
8/10/2014 0:00,493227
8/11/2014 0:00,735456
8/12/2014 0:00,724333
8/13/2014 0:00,723740
8/14/2014 0:00,709943
8/15/2014 0:00,742036
8/16/2014 0:00,756195
8/17/2014 0:00,729790
8/18/2014 0:00,731207
8/19/2014 0:00,740153
8/20/2014 0:00,716396
8/21/2014 0:00,742164
8/22/2014 0:00,744850
8/23/2014 0:00,776400
8/24/2014 0:00,735866
8/25/2014 0:00,733808
8/26/2014 0:00,738322
8/27/2014 0:00,733573
8/28/2014 0:00,751336
8/29/2014 0:00,775707
8/30/2014 0:00,767429
8/31/2014 0:00,708046
9/1/2014 0:00,864261
9/2/2014 0:00,702894
9/3/2014 0:00,711115
9/4/2014 0:00,787856
9/5/2014 0:00,811532
9/6/2014 0:00,830325
9/7/2014 0:00,738234
9/8/2014 0:00,742054
9/9/2014 0:00,744625
9/10/2014 0:00,750746
9/11/2014 0:00,799747
9/12/2014 0:00,820894
9/13/2014 0:00,828947
9/14/2014 0:00,740055
9/15/2014 0:00,725711
9/16/2014 0:00,732688
9/17/2014 0:00,738122
