Date,Daily Dota 2 Peak Player count
10/2/2011 0:00,376
10/3/2011 0:00,344
10/4/2011 0:00,389
10/5/2011 0:00,466
10/6/2011 0:00,439
10/7/2011 0:00,479
10/8/2011 0:00,442
10/9/2011 0:00,530
10/10/2011 0:00,504
10/11/2011 0:00,490
10/12/2011 0:00,457
10/13/2011 0:00,450
10/14/2011 0:00,465
10/15/2011 0:00,500
10/16/2011 0:00,587
10/17/2011 0:00,544
10/18/2011 0:00,470
10/19/2011 0:00,506
10/20/2011 0:00,506
10/21/2011 0:00,474
10/22/2011 0:00,331
10/23/2011 0:00,483
10/24/2011 0:00,483
10/25/2011 0:00,508
10/26/2011 0:00,474
10/27/2011 0:00,580
10/28/2011 0:00,542
10/29/2011 0:00,562
10/30/2011 0:00,468
10/31/2011 0:00,522
11/1/2011 0:00,512
11/2/2011 0:00,931
11/3/2011 0:00,915
11/4/2011 0:00,1002
11/5/2011 0:00,1112
11/6/2011 0:00,1089
11/7/2011 0:00,912
11/8/2011 0:00,1353
11/9/2011 0:00,2190
11/10/2011 0:00,2396
11/11/2011 0:00,2822
11/12/2011 0:00,2787
11/13/2011 0:00,2921
11/14/2011 0:00,3131
11/15/2011 0:00,3182
11/16/2011 0:00,3769
11/17/2011 0:00,5463
11/18/2011 0:00,7353
11/19/2011 0:00,7504
11/20/2011 0:00,7443
11/21/2011 0:00,6702
11/22/2011 0:00,7624
11/23/2011 0:00,8324
11/24/2011 0:00,8342
11/25/2011 0:00,8342
11/26/2011 0:00,11701
11/27/2011 0:00,10915
11/28/2011 0:00,9247
11/29/2011 0:00,9733
11/30/2011 0:00,12385
12/1/2011 0:00,12211
12/2/2011 0:00,16862
12/3/2011 0:00,16827
12/4/2011 0:00,16661
12/5/2011 0:00,15360
12/6/2011 0:00,15360
12/7/2011 0:00,18026
12/8/2011 0:00,19107
12/9/2011 0:00,19650
12/10/2011 0:00,20156
12/11/2011 0:00,19998
12/12/2011 0:00,19730
12/13/2011 0:00,18776
12/14/2011 0:00,17219
12/15/2011 0:00,16494
12/16/2011 0:00,17269
12/17/2011 0:00,17830
12/18/2011 0:00,17254
12/19/2011 0:00,16634
12/20/2011 0:00,15581
12/21/2011 0:00,17513
12/22/2011 0:00,17388
12/23/2011 0:00,16227
12/24/2011 0:00,15041
